category,subcategory,course_id,course_name,question,answer
Course Data,PhD,PHD-CAFB7A,PhD Mathematics,Is the PhD Mathematics course offered full-time or part-time?,The PhD Mathematics is typically offered full-time; part-time options depend on department policy.
Admission Data,PhD,PHD-264A04,PhD Chemistry,What documents are required to apply for the PhD Chemistry course?,Documents required: Master's degree certificate; Research proposal; Two reference letters; Passport-size photos; Valid ID proof.
Fees Data,PhD,PHD-264A04,PhD Chemistry,What is the fee for the PhD Chemistry course?,The fee for PhD Chemistry is GBP 15834 per year.
Course Data,PhD,PHD-264A04,PhD Chemistry,What is the start date and end date for the PhD Chemistry course?,The PhD Chemistry starts on 2024-09-15 and ends on 2027-09-15.
Course Data,PhD,PHD-264A04,PhD Chemistry,What are the modules present in the PhD Chemistry course?,Modules: Research Methodology; Advanced Seminar; Thesis Work; Publication Workshop.
Course Data,PhD,PHD-264A04,PhD Chemistry,What is the course id of the PhD Chemistry course?,The course id for PhD Chemistry is PHD-264A04.
Course Data,PhD,PHD-264A04,PhD Chemistry,Who is the course instructor for the PhD Chemistry course?,The PhD Chemistry course is taught by Prof. J. Das.
Course Data,PhD,PHD-264A04,PhD Chemistry,"The course PhD Chemistry comes under which type: UG, Masters, or PhD?",PhD Chemistry is a PhD level course.
Admission Data,PhD,PHD-264A04,PhD Chemistry,How do I apply for the PhD Chemistry course?,"To apply for PhD Chemistry, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,PhD,PHD-264A04,PhD Chemistry,Is the PhD Chemistry course offered full-time or part-time?,The PhD Chemistry is typically offered full-time; part-time options depend on department policy.
Campus Life Data,CampusLife,,,Are there hostel facilities on college campus?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,What is the mess/canteen like on campus?,Both vegetarian and non-vegetarian options are available.
Campus Life Data,CampusLife,,,Could you tell me does the college provide shuttle services?,College shuttles run between campus and transit hubs during term time.
Campus Life Data,CampusLife,,,How do I join a club or society?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Could you tell me how is campus dining during exam seasons?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,What are the library opening hours?,"Yes, the library subscribes to major online journals and databases accessible to students."
Campus Life Data,CampusLife,,,Are there hostel facilities on campus?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Is there an on-campus medical clinic?,Professional counsellors offer mental health support and appointments can be scheduled.
Campus Life Data,CampusLife,,,Could you tell me is campus-wide Wi-Fi available?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Is laundry service available in hostels?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Could you tell me does the campus have a central library?,"Yes, the library subscribes to major online journals and databases accessible to students."
Campus Life Data,CampusLife,,,Could you tell me does the library provide access to online journals?,Library hours are usually 8:00 AM to 10:00 PM on weekdays.
Campus Life Data,CampusLife,,,Are there inter-college sports teams?,Students can join sports teams via the sports office or sign-ups during orientation.
Campus Life Data,CampusLife,,,Is there a gymnasium for students?,Students can join sports teams via the sports office or sign-ups during orientation.
Campus Life Data,CampusLife,,,Is there an on-campus medical clinic?,An on-campus medical clinic provides first aid and referrals to local hospitals.
Campus Life Data,CampusLife,,,Could you tell me is international student support available?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Could you tell me how can I join a sports team?,"Yes, there is a well-equipped gymnasium for students."
Campus Life Data,CampusLife,,,Are hostel rooms furnished with internet access?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Are there facilities for students with disabilities?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Could you tell me is there a gymnasium for students?,"Yes, there is a well-equipped gymnasium for students."
Campus Life Data,CampusLife,,,Does the college provide shuttle services?,The campus is accessible by local public transport and has shuttle services.
Campus Life Data,CampusLife,,,Could you tell me can students choose a roommate in the hostel?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Could you tell me does the college provide shuttle services?,The campus is accessible by local public transport and has shuttle services.
Campus Life Data,CampusLife,,,What cultural events happen on campus?,"Annual cultural fests, departmental events and technical symposiums are organized."
Campus Life Data,CampusLife,,,How much does hostel accommodation cost per year?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Is laundry service available in hostels?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Is there public transport connectivity to the college campus?,"Yes, there is a well-equipped gymnasium for students."
Campus Life Data,CampusLife,,,Could you tell me how much does hostel accommodation cost per year?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Do hostels have Wi-Fi access?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,Does the college provide shuttle services?,College shuttles run between campus and transit hubs during term time.
Campus Life Data,CampusLife,,,Could you tell me what are the library opening hours?,"The campus has a central library with books, journals and study spaces."
Campus Life Data,CampusLife,,,Is international student support available?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Could you tell me how much does hostel accommodation cost per year?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Could you tell me does the library provide access to online journals?,"The campus has a central library with books, journals and study spaces."
Campus Life Data,CampusLife,,,Are hostel rooms furnished with internet access?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Could you tell me how can I access mental health support?,An on-campus medical clinic provides first aid and referrals to local hospitals.
Campus Life Data,CampusLife,,,Are there inter-college sports teams?,"Yes, there is a well-equipped gymnasium for students."
Campus Life Data,CampusLife,,,Could you tell me how can I access mental health support?,Professional counsellors offer mental health support and appointments can be scheduled.
Campus Life Data,CampusLife,,,How safe is the campus?,The campus has 24/7 security staff and CCTV in key areas.
Campus Life Data,CampusLife,,,How often are workshops and seminars organized?,"Annual cultural fests, departmental events and technical symposiums are organized."
Campus Life Data,CampusLife,,,Are there CCTV cameras around hostels and campus?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,Could you tell me are vegetarian options available in the canteen?,Most canteens accept card and mobile payments; cash is also accepted.
Campus Life Data,CampusLife,,,Can students pay by card in the canteen?,Most canteens accept card and mobile payments; cash is also accepted.
Campus Life Data,CampusLife,,,Could you tell me is there a career counselling service?,Professional counsellors offer mental health support and appointments can be scheduled.
Campus Life Data,CampusLife,,,Can students choose a roommate in the hostel?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Can students choose a roommate in the hostel?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,Could you tell me what is campus life like during weekends?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Is laundry service available in hostels?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Could you tell me are there hostel facilities on college campus?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,Does the library provide access to online journals?,Library hours are usually 8:00 AM to 10:00 PM on weekdays.
Campus Life Data,CampusLife,,,Could you tell me does the college campus support entrepreneurship activities?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Could you tell me are there part-time job opportunities for students?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Could you tell me are there CCTV cameras around hostels and college campus?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Are there CCTV cameras around hostels and campus?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Are there study abroad exchange programs?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Could you tell me do you provide separate hostels for boys and girls?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Are counsellors available for students?,An on-campus medical clinic provides first aid and referrals to local hospitals.
Campus Life Data,CampusLife,,,Is there a gymnasium for students?,"Yes, there is a well-equipped gymnasium for students."
Campus Life Data,CampusLife,,,Could you tell me is there 24/7 security on college campus?,Security personnel patrol hostels and campus areas around the clock.
Campus Life Data,CampusLife,,,Are there CCTV cameras around hostels and campus?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Is there 24/7 security on college campus?,Security personnel patrol hostels and campus areas around the clock.
Campus Life Data,CampusLife,,,Are there sports facilities on campus?,"Sports facilities include football, cricket, basketball courts, indoor sports halls and a gym."
Campus Life Data,CampusLife,,,Could you tell me are there facilities for students with disabilities?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Are there hostel facilities on campus?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Could you tell me are there study abroad exchange programs?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Could you tell me how do I join a club or society?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Are vegetarian options available in the canteen?,Most canteens accept card and mobile payments; cash is also accepted.
Campus Life Data,CampusLife,,,Are counsellors available for students?,Students can access mental health services via the student wellbeing center.
Campus Life Data,CampusLife,,,Could you tell me are there facilities for students with disabilities?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Could you tell me can students pay by card in the canteen?,Most canteens accept card and mobile payments; cash is also accepted.
Campus Life Data,CampusLife,,,What is campus life like during weekends?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Does the library provide access to online journals?,"Yes, the library subscribes to major online journals and databases accessible to students."
Campus Life Data,CampusLife,,,How is college campus dining during exam seasons?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Could you tell me can students pay by card in the canteen?,The mess offers multiple cuisines with daily menus and hygienic food preparation.
Campus Life Data,CampusLife,,,Could you tell me what is the process to apply for hostel accommodation?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Could you tell me how often are workshops and seminars organized?,Workshops and seminars are scheduled frequently throughout the academic year.
Campus Life Data,CampusLife,,,What cultural events happen on campus?,Workshops and seminars are scheduled frequently throughout the academic year.
Campus Life Data,CampusLife,,,Does the college campus support entrepreneurship activities?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Could you tell me what cultural events happen on college campus?,Workshops and seminars are scheduled frequently throughout the academic year.
Campus Life Data,CampusLife,,,Is there a career counselling service?,Professional counsellors offer mental health support and appointments can be scheduled.
Campus Life Data,CampusLife,,,Are hostel rooms furnished with internet access?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,How safe is the college campus?,The campus has 24/7 security staff and CCTV in key areas.
Campus Life Data,CampusLife,,,How can I join a sports team?,"Sports facilities include football, cricket, basketball courts, indoor sports halls and a gym."
Campus Life Data,CampusLife,,,Could you tell me is there public transport connectivity to the campus?,"Yes, there is a well-equipped gymnasium for students."
Campus Life Data,CampusLife,,,Could you tell me does the placement cell help with internships?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Is there public transport connectivity to the campus?,Students can join sports teams via the sports office or sign-ups during orientation.
Campus Life Data,CampusLife,,,How can I join a sports team?,"Yes, there is a well-equipped gymnasium for students."
Campus Life Data,CampusLife,,,Do you provide separate hostels for boys and girls?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Is laundry service available in hostels?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Could you tell me are there sports facilities on campus?,"Sports facilities include football, cricket, basketball courts, indoor sports halls and a gym."
Campus Life Data,CampusLife,,,Do you provide separate hostels for boys and girls?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Could you tell me are there study abroad exchange programs?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Could you tell me is there an on-campus medical clinic?,Students can access mental health services via the student wellbeing center.
Campus Life Data,CampusLife,,,Are there quiet/study hours in hostels?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,Can students choose a roommate in the hostel?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Is international student support available?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Can students pay by card in the canteen?,The mess offers multiple cuisines with daily menus and hygienic food preparation.
Campus Life Data,CampusLife,,,Could you tell me is there an on-campus medical clinic?,An on-campus medical clinic provides first aid and referrals to local hospitals.
Campus Life Data,CampusLife,,,How is campus dining during exam seasons?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Are there study abroad exchange programs?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,How often are workshops and seminars organized?,Workshops and seminars are scheduled frequently throughout the academic year.
Campus Life Data,CampusLife,,,What is the mess/canteen like on college campus?,Both vegetarian and non-vegetarian options are available.
Campus Life Data,CampusLife,,,Are there facilities for students with disabilities?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Are there student clubs and societies?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,What is the mess/canteen like on campus?,The mess offers multiple cuisines with daily menus and hygienic food preparation.
Campus Life Data,CampusLife,,,Could you tell me is laundry service available in hostels?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Is campus-wide Wi-Fi available?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,What cultural events happen on college campus?,"Annual cultural fests, departmental events and technical symposiums are organized."
Campus Life Data,CampusLife,,,How can I access mental health support?,Students can access mental health services via the student wellbeing center.
Campus Life Data,CampusLife,,,Could you tell me does the campus support entrepreneurship activities?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Could you tell me how safe is the campus?,Emergency contact numbers are available at reception and student services.
Campus Life Data,CampusLife,,,Could you tell me are there sports facilities on campus?,"Yes, there is a well-equipped gymnasium for students."
Campus Life Data,CampusLife,,,Could you tell me what is the mess/canteen like on college campus?,Both vegetarian and non-vegetarian options are available.
Campus Life Data,CampusLife,,,Does the campus have a central library?,"The campus has a central library with books, journals and study spaces."
Campus Life Data,CampusLife,,,Are there hostel facilities on campus?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Are there quiet/study hours in hostels?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Are there quiet/study hours in hostels?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Could you tell me what cultural events happen on campus?,Workshops and seminars are scheduled frequently throughout the academic year.
Campus Life Data,CampusLife,,,Can students choose a roommate in the hostel?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Do hostels have Wi-Fi access?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Could you tell me does the college campus support entrepreneurship activities?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,What is college campus life like during weekends?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,How can I join a sports team?,Students can join sports teams via the sports office or sign-ups during orientation.
Campus Life Data,CampusLife,,,Could you tell me what are the library opening hours?,Library hours are usually 8:00 AM to 10:00 PM on weekdays.
Campus Life Data,CampusLife,,,Could you tell me what is college campus life like during weekends?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Does the placement cell help with internships?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Are there sports facilities on campus?,"Yes, there is a well-equipped gymnasium for students."
Campus Life Data,CampusLife,,,Is laundry service available in hostels?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,Can students choose a roommate in the hostel?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,What is the process to apply for hostel accommodation?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,How is college campus dining during exam seasons?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Could you tell me are there quiet/study hours in hostels?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Could you tell me is laundry service available in hostels?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Are there student clubs and societies?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Is there public transport connectivity to the campus?,"Sports facilities include football, cricket, basketball courts, indoor sports halls and a gym."
Campus Life Data,CampusLife,,,Could you tell me are hostel rooms furnished with internet access?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Is there 24/7 security on campus?,The campus has 24/7 security staff and CCTV in key areas.
Campus Life Data,CampusLife,,,Could you tell me are there CCTV cameras around hostels and campus?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Could you tell me what is the process to apply for hostel accommodation?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Could you tell me is international student support available?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Are counsellors available for students?,Professional counsellors offer mental health support and appointments can be scheduled.
Campus Life Data,CampusLife,,,Could you tell me are there part-time job opportunities for students?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Are vegetarian options available in the canteen?,The mess offers multiple cuisines with daily menus and hygienic food preparation.
Campus Life Data,CampusLife,,,Is there a career counselling service?,An on-campus medical clinic provides first aid and referrals to local hospitals.
Campus Life Data,CampusLife,,,Are there hostel facilities on campus?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,Could you tell me how can I access mental health support?,Students can access mental health services via the student wellbeing center.
Campus Life Data,CampusLife,,,How much does hostel accommodation cost per year?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,Does the campus have a central library?,"Yes, the library subscribes to major online journals and databases accessible to students."
Campus Life Data,CampusLife,,,Could you tell me what is the process to apply for hostel accommodation?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Is there an on-college campus medical clinic?,Professional counsellors offer mental health support and appointments can be scheduled.
Campus Life Data,CampusLife,,,Are there part-time job opportunities for students?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,How can I access mental health support?,Professional counsellors offer mental health support and appointments can be scheduled.
Campus Life Data,CampusLife,,,Could you tell me does the campus support entrepreneurship activities?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,How is campus dining during exam seasons?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Could you tell me is there public transport connectivity to the college campus?,"Sports facilities include football, cricket, basketball courts, indoor sports halls and a gym."
Campus Life Data,CampusLife,,,What is the process to apply for hostel accommodation?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Is college campus-wide Wi-Fi available?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Are there part-time job opportunities for students?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Could you tell me do you provide separate hostels for boys and girls?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,What are the library opening hours?,Library hours are usually 8:00 AM to 10:00 PM on weekdays.
Campus Life Data,CampusLife,,,What are the library opening hours?,"The campus has a central library with books, journals and study spaces."
Campus Life Data,CampusLife,,,Are there CCTV cameras around hostels and college campus?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,Is there an on-college campus medical clinic?,Students can access mental health services via the student wellbeing center.
Campus Life Data,CampusLife,,,Could you tell me is there a career counselling service?,An on-campus medical clinic provides first aid and referrals to local hospitals.
Campus Life Data,CampusLife,,,How much does hostel accommodation cost per year?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Could you tell me is laundry service available in hostels?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,What is the mess/canteen like on campus?,Most canteens accept card and mobile payments; cash is also accepted.
Campus Life Data,CampusLife,,,How safe is the campus?,Security personnel patrol hostels and campus areas around the clock.
Campus Life Data,CampusLife,,,Is there public transport connectivity to the campus?,"Yes, there is a well-equipped gymnasium for students."
Campus Life Data,CampusLife,,,Do hostels have Wi-Fi access?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Are there quiet/study hours in hostels?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Could you tell me do you provide separate hostels for boys and girls?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,Is there 24/7 security on college campus?,The campus has 24/7 security staff and CCTV in key areas.
Campus Life Data,CampusLife,,,Does the library provide access to online journals?,"The campus has a central library with books, journals and study spaces."
Campus Life Data,CampusLife,,,How can I access mental health support?,An on-campus medical clinic provides first aid and referrals to local hospitals.
Campus Life Data,CampusLife,,,Can students pay by card in the canteen?,Both vegetarian and non-vegetarian options are available.
Campus Life Data,CampusLife,,,How do I join a club or society?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Do you provide separate hostels for boys and girls?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,Could you tell me are vegetarian options available in the canteen?,Both vegetarian and non-vegetarian options are available.
Campus Life Data,CampusLife,,,Are hostel rooms furnished with internet access?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Are there sports facilities on campus?,Students can join sports teams via the sports office or sign-ups during orientation.
Campus Life Data,CampusLife,,,Could you tell me how is campus dining during exam seasons?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Is there 24/7 security on college campus?,Emergency contact numbers are available at reception and student services.
Campus Life Data,CampusLife,,,Could you tell me is there 24/7 security on college campus?,Emergency contact numbers are available at reception and student services.
Campus Life Data,CampusLife,,,Could you tell me are counsellors available for students?,Students can access mental health services via the student wellbeing center.
Campus Life Data,CampusLife,,,What is campus life like during weekends?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Does the campus have a central library?,Library hours are usually 8:00 AM to 10:00 PM on weekdays.
Campus Life Data,CampusLife,,,Does the campus support entrepreneurship activities?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Could you tell me is there a career counselling service?,Students can access mental health services via the student wellbeing center.
Campus Life Data,CampusLife,,,Could you tell me does the campus have a central library?,"The campus has a central library with books, journals and study spaces."
Campus Life Data,CampusLife,,,Is there 24/7 security on campus?,Emergency contact numbers are available at reception and student services.
Campus Life Data,CampusLife,,,What is the process to apply for hostel accommodation?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Could you tell me do hostels have Wi-Fi access?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,Could you tell me how do I join a club or society?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Could you tell me do hostels have Wi-Fi access?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Is college campus-wide Wi-Fi available?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Is there a career counselling service?,Students can access mental health services via the student wellbeing center.
Campus Life Data,CampusLife,,,Could you tell me is there an on-college campus medical clinic?,An on-campus medical clinic provides first aid and referrals to local hospitals.
Campus Life Data,CampusLife,,,Could you tell me are there CCTV cameras around hostels and campus?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Are there CCTV cameras around hostels and campus?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Could you tell me does the campus have a central library?,Library hours are usually 8:00 AM to 10:00 PM on weekdays.
Campus Life Data,CampusLife,,,Could you tell me what is the process to apply for hostel accommodation?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Could you tell me is there 24/7 security on campus?,Security personnel patrol hostels and campus areas around the clock.
Campus Life Data,CampusLife,,,Is there 24/7 security on campus?,Security personnel patrol hostels and campus areas around the clock.
Campus Life Data,CampusLife,,,Are there CCTV cameras around hostels and campus?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Is there an on-campus medical clinic?,Students can access mental health services via the student wellbeing center.
Campus Life Data,CampusLife,,,How safe is the campus?,Emergency contact numbers are available at reception and student services.
Campus Life Data,CampusLife,,,Are there quiet/study hours in hostels?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Could you tell me are there student clubs and societies?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Could you tell me are hostel rooms furnished with internet access?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Does the college campus support entrepreneurship activities?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Could you tell me what is the mess/canteen like on campus?,Most canteens accept card and mobile payments; cash is also accepted.
Campus Life Data,CampusLife,,,Could you tell me what are the library opening hours?,"Yes, the library subscribes to major online journals and databases accessible to students."
Campus Life Data,CampusLife,,,Could you tell me how safe is the college campus?,Security personnel patrol hostels and campus areas around the clock.
Campus Life Data,CampusLife,,,Could you tell me is college campus-wide Wi-Fi available?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Are vegetarian options available in the canteen?,Both vegetarian and non-vegetarian options are available.
Campus Life Data,CampusLife,,,Could you tell me is there an on-college campus medical clinic?,Students can access mental health services via the student wellbeing center.
Campus Life Data,CampusLife,,,How much does hostel accommodation cost per year?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Could you tell me are counsellors available for students?,An on-campus medical clinic provides first aid and referrals to local hospitals.
Campus Life Data,CampusLife,,,Could you tell me what cultural events happen on college campus?,"Annual cultural fests, departmental events and technical symposiums are organized."
Campus Life Data,CampusLife,,,Could you tell me is laundry service available in hostels?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,Could you tell me how is college campus dining during exam seasons?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Could you tell me does the placement cell help with internships?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Could you tell me how safe is the college campus?,The campus has 24/7 security staff and CCTV in key areas.
Campus Life Data,CampusLife,,,Could you tell me are there quiet/study hours in hostels?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,Could you tell me is there 24/7 security on campus?,The campus has 24/7 security staff and CCTV in key areas.
Campus Life Data,CampusLife,,,Do hostels have Wi-Fi access?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Is there an on-college campus medical clinic?,An on-campus medical clinic provides first aid and referrals to local hospitals.
Campus Life Data,CampusLife,,,Do you provide separate hostels for boys and girls?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Is there a gymnasium for students?,"Sports facilities include football, cricket, basketball courts, indoor sports halls and a gym."
Campus Life Data,CampusLife,,,What is the process to apply for hostel accommodation?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Could you tell me is college campus-wide Wi-Fi available?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Is campus-wide Wi-Fi available?,The placement cell assists with internships and recruitment drives.
